date_time;Unnamed: 0;measurement_location_id;measurement_location_code;measurement_location_description;parameter_id;parameter_code;unit;value;value_type;hours
2026-01-29 17:00:00+01:00;6;1;rosmalen.hinthamsluis.boven;Rosmalen Hinthamsluis boven;4724;WATHTE;cm;473.0;meting;-24
2026-01-30 16:40:00+01:00;148;1;rosmalen.hinthamsluis.boven;Rosmalen Hinthamsluis boven;4724;WATHTE;cm;467.0;verwachting;0
2026-01-30 16:40:00+01:00;148;1;rosmalen.hinthamsluis.boven;Rosmalen Hinthamsluis boven;4724;WATHTE;cm;467.0;verwachting;24
2026-01-30 16:40:00+01:00;148;1;rosmalen.hinthamsluis.boven;Rosmalen Hinthamsluis boven;4724;WATHTE;cm;467.0;verwachting;48
