,hydraulicload,failure_probability
0,10.65,0.0
1,10.75,0.0
2,10.85,3.618434742763717e-195
3,10.95,3.250254622771875e-134
4,11.049999999999999,8.005856390402887e-95
5,11.149999999999999,1.9781525879797785e-75
6,11.249999999999998,2.4511830833673465e-62
7,11.349999999999998,3.623423429892493e-52
8,11.449999999999998,3.495921086853649e-44
9,11.549999999999997,6.95307918659901e-38
10,11.649999999999997,6.653405897711302e-33
11,11.749999999999996,6.028877908962469e-29
12,11.849999999999996,9.140414798880874e-26
13,11.949999999999996,3.751441995261119e-23
14,12.049999999999995,6.128303424382754e-21
15,12.149999999999995,5.267620357511621e-19
16,12.249999999999995,2.851659752187267e-17
17,12.349999999999994,1.0258060877137516e-15
18,12.449999999999994,3.036725960326646e-14
19,12.549999999999994,6.325912781637418e-13
20,12.65,1.1290685219654794e-11
21,12.700000000000001,4.3171149038285785e-11
22,12.750000000000002,1.5710076822279682e-10
23,12.800000000000002,5.456252990785283e-10
24,12.850000000000003,1.813527988170571e-09
25,12.900000000000004,5.783653243753565e-09
26,12.950000000000005,1.774217531970376e-08
27,13.000000000000005,5.2477449782412e-08
28,13.050000000000006,1.4996909299208615e-07
29,13.100000000000007,4.149357554523385e-07
30,13.150000000000007,1.1134960865079718e-06
31,13.200000000000008,2.9028342138289982e-06
32,13.250000000000009,7.360906644050443e-06
33,13.30000000000001,1.817584361880422e-05
34,13.35000000000001,4.3738113221544486e-05
35,13.400000000000011,0.00010261439768648328
36,13.450000000000012,0.00023475148499133757
37,13.500000000000012,0.0005235203278032012
38,13.550000000000013,0.0011374065891538241
39,13.600000000000014,0.002404240958122172
40,13.650000000000015,0.004937546562532108
41,13.700000000000015,0.009836772725503677
42,13.750000000000016,0.018966464491126798
43,13.800000000000017,0.03528507064283888
44,13.850000000000017,0.06309556300624378
45,13.900000000000018,0.10793615390079365
46,13.950000000000019,0.17570669570002218
47,14.00000000000002,0.27068776435792125
48,14.05000000000002,0.39209726576126064
49,14.100000000000021,0.5322905660532157
50,14.150000000000022,0.6198604361558685
51,14.200000000000022,0.6370428319777794
52,14.250000000000023,0.6925445185845975
53,14.300000000000024,0.7657599392607856
54,14.350000000000025,0.8282120968907232
55,14.400000000000025,0.8755454921865929
56,14.450000000000026,0.910224351371633
57,14.500000000000027,0.9351757603045688
58,14.550000000000027,0.953035474372979
59,14.600000000000028,0.9657928563247719
60,14.650000000000029,0.9749428787554539
61,14.70000000000003,0.9815248432964576
62,14.75000000000003,0.9862831132336294
63,14.800000000000031,0.9897455659233386
64,14.850000000000032,0.9922818877797707
65,14.900000000000032,0.9941521462262471
66,14.950000000000033,0.9955404584341591
67,15.000000000000034,0.9965778243134256
68,15.050000000000034,0.9973579765012771
69,15.100000000000035,0.9979483907558451
70,15.150000000000036,0.998539154522825
71,15.200000000000037,0.9991302680091207
72,15.250000000000037,0.9997217314217585
73,15.300000000000038,1.0
74,15.350000000000039,1.0
75,15.40000000000004,1.0
76,15.45000000000004,1.0
77,15.50000000000004,1.0
78,15.550000000000042,1.0
79,15.600000000000042,1.0
