,hydraulicload,failure_probability
0,12.150000000000002,1.482961801203552e-06
1,12.250000000000002,4.694858373684347e-05
2,12.350000000000001,0.0006185361894731943
3,12.450000000000001,0.004216593584721443
4,12.55,0.017510268417751624
5,12.65,0.050902721425306524
6,12.75,0.11313273063549897
7,12.85,0.20352176973150982
8,12.95,0.31583229610788915
9,13.049999999999999,0.437420956993206
10,13.149999999999999,0.5559576489859399
11,13.249999999999998,0.6622434278089869
12,13.349999999999998,0.7513106392205856
13,13.449999999999998,0.822007363401951
14,13.549999999999997,0.8761159776842682
15,13.649999999999997,0.9153718933251502
16,13.749999999999996,0.9434705546615634
17,13.849999999999996,0.9628734780126768
18,13.949999999999996,0.975976808141248
19,14.049999999999995,0.9846584348809445
20,14.150000000000002,0.9903161351611729
21,14.200000000000003,0.9923202409675611
22,14.250000000000004,0.9939501680821915
23,14.300000000000004,0.9952244568219802
24,14.350000000000005,0.9962548376609529
25,14.400000000000006,0.997055758682725
26,14.450000000000006,0.9977001274815535
27,14.500000000000007,0.9982066102280897
28,14.550000000000008,0.9985976072922744
29,14.600000000000009,0.9989099857673742
30,14.65000000000001,0.9991501002203552
31,14.70000000000001,0.9993412666352137
32,14.75000000000001,0.9994900472304266
33,14.800000000000011,0.9996038439111102
34,14.850000000000012,0.9996939980101784
35,14.900000000000013,0.9997638519463672
36,14.950000000000014,0.9998170670796598
37,15.000000000000014,0.9998590634156153
38,15.050000000000015,0.9998914899261034
39,15.100000000000016,0.9999161146467143
40,15.150000000000016,0.9999354915458173
41,15.200000000000017,0.9999504134875138
42,15.250000000000018,0.9999618970554569
43,15.300000000000018,0.9999705950960232
44,15.35000000000002,0.9999774187787956
45,15.40000000000002,0.9999826614335199
46,15.45000000000002,0.9999866262508478
47,15.500000000000021,0.9999897333527843
48,15.550000000000022,0.9999921182187607
49,15.600000000000023,0.9999939484623122
50,15.650000000000023,0.9999953316688688
51,15.700000000000024,0.9999964147648859
52,15.750000000000025,0.99999724582404
53,15.800000000000026,0.9999978835596188
54,15.850000000000026,0.9999983730199037
55,15.900000000000027,0.9999987432268452
56,15.950000000000028,0.9999990331261575
57,16.00000000000003,0.9999992557720163
58,16.05000000000003,0.9999994268290364
59,16.10000000000003,0.9999995583050642
60,16.15000000000003,0.9999996324789079
61,16.20000000000003,0.9999996651661229
62,16.250000000000032,0.9999997005218472
63,16.300000000000033,0.9999997354871553
64,16.350000000000033,0.9999997685796252
65,16.400000000000034,0.9999997981857431
66,16.450000000000035,0.9999998258098101
67,16.500000000000036,0.9999998503747073
68,16.550000000000036,0.9999998719728806
69,16.600000000000037,0.9999998907935638
70,16.650000000000038,0.9999999070772942
71,16.70000000000004,0.999999920761402
72,16.75000000000004,0.999999932812244
73,16.80000000000004,0.9999999430919814
74,16.85000000000004,0.9999999518350099
75,16.90000000000004,0.9999999592536879
76,16.950000000000042,0.9999999655371927
77,17.000000000000043,0.9999999708518927
78,17.050000000000043,0.9999999752464793
79,17.100000000000044,0.9999999790550617
80,17.150000000000045,0.9999999822693153
